Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
29-OCT-2021|SIPPLN03BCN3|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI B|SUKUK|IDJ0000120B7|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|20-FEB-2019|IDR|Electronic||19-FEB-2024|||9.1|FIXED|3 MONTHS|||263000000000|263000000000|263000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03BCN4|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI B|SUKUK|IDJ0000140B5|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|02-AUG-2019|IDR|Electronic||01-AUG-2026|||8.5|FIXED|3 MONTHS|||368000000000|368000000000|368000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03BCN5|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI B|SUKUK|IDJ0000148B8|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|02-OCT-2019|IDR|Electronic||01-OCT-2026|||8.4|FIXED|3 MONTHS|||10000000000|10000000000|10000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03BCN6|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI B|SUKUK|IDJ0000151B2|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|19-FEB-2020|IDR|Electronic||18-FEB-2030|||8|FIXED|3 MONTHS|||3500000000|3500000000|3500000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03CCN1|SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI C|SUKUK|IDJ0000109C8|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|11-JUL-2018|IDR|Electronic||10-JUL-2028|||8.4|FIXED|3 MONTHS|||258000000000|258000000000|258000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03CCN2|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI C|SUKUK|IDJ0000112C2|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|11-OCT-2018|IDR|Electronic||10-OCT-2028|||9.1|FIXED|3 MONTHS|||15000000000|15000000000|15000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03CCN3|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI C|SUKUK|IDJ0000120C5|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|20-FEB-2019|IDR|Electronic||19-FEB-2026|||9.35|FIXED|3 MONTHS|||204000000000|204000000000|204000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03CCN4|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI C|SUKUK|IDJ0000140C3|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|02-AUG-2019|IDR|Electronic||01-AUG-2029|||8.7|FIXED|3 MONTHS|||20000000000|20000000000|20000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03CCN5|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI C|SUKUK|IDJ0000148C6|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|02-OCT-2019|IDR|Electronic||01-OCT-2029|||8.6|FIXED|3 MONTHS|||92000000000|92000000000|92000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03CCN6|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI C|SUKUK|IDJ0000151C0|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|19-FEB-2020|IDR|Electronic||18-FEB-2035|||8.7|FIXED|3 MONTHS|||9000000000|9000000000|9000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03DCN1|SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI D|SUKUK|IDJ0000109D6|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|11-JUL-2018|IDR|Electronic||10-JUL-2033|||8.9|FIXED|3 MONTHS|||105000000000|105000000000|105000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03DCN2|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI D|SUKUK|IDJ0000112D0|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|11-OCT-2018|IDR|Electronic||10-OCT-2038|||9.65|FIXED|3 MONTHS|||50000000000|50000000000|50000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03DCN3|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI D|SUKUK|IDJ0000120D3|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|20-FEB-2019|IDR|Electronic||19-FEB-2029|||9.6|FIXED|3 MONTHS|||45000000000|45000000000|45000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03DCN4|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI D|SUKUK|IDJ0000140D1|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|02-AUG-2019|IDR|Electronic||01-AUG-2034|||9.5|FIXED|3 MONTHS|||49000000000|49000000000|49000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03DCN5|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI D|SUKUK|IDJ0000148D4|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|02-OCT-2019|IDR|Electronic||01-OCT-2034|||9.4|FIXED|3 MONTHS|||135000000000|135000000000|135000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03DCN6|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI D|SUKUK|IDJ0000151D8|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|19-FEB-2020|IDR|Electronic||18-FEB-2040|||9.05|FIXED|3 MONTHS|||62500000000|62500000000|62500000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03ECN1|SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI E|SUKUK|IDJ0000109E4|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|11-JUL-2018|IDR|Electronic||10-JUL-2038|||9|FIXED|3 MONTHS|||110000000000|110000000000|110000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03ECN3|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI E|SUKUK|IDJ0000120E1|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|20-FEB-2019|IDR|Electronic||19-FEB-2034|||9.8|FIXED|3 MONTHS|||60000000000|60000000000|60000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03ECN4|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI E|SUKUK|IDJ0000140E9|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|02-AUG-2019|IDR|Electronic||01-AUG-2039|||9.975|FIXED|3 MONTHS|||539000000000|539000000000|539000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03ECN5|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI E|SUKUK|IDJ0000148E2|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|02-OCT-2019|IDR|Electronic||01-OCT-2039|||9.9|FIXED|3 MONTHS|||554000000000|554000000000|554000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN03FCN3|SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI F|SUKUK|IDJ0000120F8|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|20-FEB-2019|IDR|Electronic||19-FEB-2039|||9.95|FIXED|3 MONTHS|||28000000000|28000000000|28000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN04ACN1|SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI A|SUKUK|IDJ0000167A0|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|09-SEP-2020|IDR|Electronic||08-SEP-2025|||6.7|FIXED|3 MONTHS|||39000000000|39000000000|39000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN04BCN1|SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI B|SUKUK|IDJ0000167B8|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|09-SEP-2020|IDR|Electronic||08-SEP-2027|||7.25|FIXED|3 MONTHS|||35000000000|35000000000|35000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN04CCN1|SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI C|SUKUK|IDJ0000167C6|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|09-SEP-2020|IDR|Electronic||08-SEP-2030|||7.9|FIXED|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN04DCN1|SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI D|SUKUK|IDJ0000167D4|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|09-SEP-2020|IDR|Electronic||08-SEP-2035|||8.65|FIXED|3 MONTHS|||56000000000|56000000000|56000000000|100|0|100|ENERGY|1
29-OCT-2021|SIPPLN04ECN1|SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI E|SUKUK|IDJ0000167E2|PERUSAHAAN LISTRIK NEGARA (PERSERO), PT|ACTIVE|IDX|09-SEP-2020|IDR|Electronic||08-SEP-2040|||8.86|FIXED|3 MONTHS|||46500000000|46500000000|46500000000|100|0|100|ENERGY|1
29-OCT-2021|SIPTPN02A|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI A|SUKUK|IDJ0000147A2|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||21-AUG-2022|||11.2|Fixed|3 MONTHS|||10000000000|10000000000|10000000000|100|0|100|PLANTATION|1
29-OCT-2021|SIPTPN02C|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI C|SUKUK|IDJ0000147C8|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||22-AUG-2022|||11.2|Fixed|3 MONTHS|||150000000000|150000000000|150000000000|100|0|100|PLANTATION|1
29-OCT-2021|SIPTPN02D|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI D|SUKUK|IDJ0000147D6|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||21-AUG-2022|||11.2|Fixed|3 MONTHS|||40000000000|40000000000|40000000000|100|0|100|PLANTATION|1
29-OCT-2021|SIPTPN02E|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI E|SUKUK|IDJ0000147E4|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||23-AUG-2022|||11.2|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|PLANTATION|1
29-OCT-2021|SIPTPN02F|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI F|SUKUK|IDJ0000147F1|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||03-SEP-2024|||11.6|Fixed|3 MONTHS|||105000000000|105000000000|105000000000|100|0|100|PLANTATION|1
29-OCT-2021|SIPTPN02G|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI G|SUKUK|IDJ0000147G9|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||21-AUG-2022|||11.2|Fixed|3 MONTHS|||465000000000|465000000000|465000000000|100|0|100|PLANTATION|1
29-OCT-2021|SIPTPN02H|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI H|SUKUK|IDJ0000147H7|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||21-AUG-2022|||11.2|FIXED|3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|PLANTATION|1
29-OCT-2021|SISGRO01ACN1|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP I TAHUN 2020 SERI A|SUKUK|IDJ0000154A8|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|04-MAR-2020|IDR|Electronic||03-MAR-2023|||9.35|FIXED|3 MONTHS|||175000000000|175000000000|175000000000|100|0|100|PLANTATION|1
29-OCT-2021|SISGRO01ACN2|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP II TAHUN 2021 SERI A|SUKUK|IDJ0000181A1|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|18-MAR-2021|IDR|Electronic||17-MAR-2024|||9.45|FIXED|3 MONTHS|||236635000000|236635000000|236635000000|100|0|100|PLANTATION|1
29-OCT-2021|SISGRO01BCN1|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP I TAHUN 2020 SERI B|SUKUK|IDJ0000154B6|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|04-MAR-2020|IDR|Electronic||03-MAR-2025|||9.75|FIXED|3 MONTHS|||125000000000|125000000000|125000000000|100|0|100|PLANTATION|1
29-OCT-2021|SISGRO01BCN2|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP II TAHUN 2021 SERI B|SUKUK|IDJ0000181B9|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|18-MAR-2021|IDR|Electronic||17-MAR-2026|||10.35|FIXED|3 MONTHS|||158250000000|158250000000|158250000000|100|0|100|PLANTATION|1
29-OCT-2021|SISSMM01|SUKUK IJARAH SUMBERDAYA SEWATAMA I TAHUN 2012|SUKUK|IDJ000005301|SUMBERDAYA SEWATAMA, PT|ACTIVE|IDX|03-DEC-2012|IDR|Electronic||31-DEC-2034|||7|FIXED|3 MONTHS|||200000000000|183598352068|183598352068|83.83|16.17|100|ENERGY|1
29-OCT-2021|SITINS01BCN1|SUKUK IJARAH BKLJT I TIMAH THP I TAHUN 2017 SERI B|SUKUK|IDJ0000097B7|TIMAH Tbk, PT|ACTIVE|IDX|29-SEP-2017|IDR|Electronic||28-SEP-2022|||8.75|FIXED|3 MONTHS|||118000000000|118000000000|118000000000|100|0|100|METAL AND MINERAL MINING|1
29-OCT-2021|SITINS01CN2|SUKUK IJARAH BERKELANJUTAN I TIMAH TAHAP II TAHUN 2019|SUKUK|IDJ000014204|TIMAH Tbk, PT|ACTIVE|IDX|16-AUG-2019|IDR|Electronic||15-AUG-2024|||8.75|FIXED|3 MONTHS|||313000000000|313000000000|313000000000|100|0|100|METAL AND MINERAL MINING|1
29-OCT-2021|SMADMF02CCN3|SUK MDRBH BKLJT II ADIRA FINANCE THP III TH17 SR C|SUKUK|IDJ0000086C8|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|23-MAR-2017|IDR|Electronic||22-MAR-2022|||1|FLOATING|3 MONTHS|||7000000000|7000000000|7000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMADMF03BCN3|SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP III TAHUN 2019 SERI B|SUKUK|IDJ0000118B1|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|24-JAN-2019|IDR|Electronic||23-JAN-2022||||FLOATING|3 MONTHS|||55000000000|55000000000|55000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMADMF03BCN4|SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP IV TAHUN 2019 SERI B|SUKUK|IDJ0000130B6|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|18-APR-2019|IDR|Electronic||16-APR-2022||||FLOATING|3 MONTHS|||10000000000|10000000000|10000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMADMF03CCN1|SUK MDRBH BKLJT III ADIRA FINANCE THP I TH 17 SR C|SUKUK|IDJ0000102C3|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|13-DEC-2017|IDR|Electronic||12-DEC-2022|||1|FLOATING|3 MONTHS|||55000000000|55000000000|55000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMADMF03CCN2|SUK MDRBH BKLJT III ADIRA FINANCE THP II TH18 SR C|SUKUK|IDJ0000105C6|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|22-MAR-2018|IDR|Electronic||21-MAR-2023|||1|FLOATING|3 MONTHS|||29000000000|29000000000|29000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMADMF03CCN3|SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP III TAHUN 2019 SERI C|SUKUK|IDJ0000118C9|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|24-JAN-2019|IDR|Electronic||23-JAN-2024||||FLOATING|3 MONTHS|||32000000000|32000000000|32000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMADMF03CCN4|SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP IV TAHUN 2019 SERI C|SUKUK|IDJ0000130C4|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|18-APR-2019|IDR|Electronic||16-APR-2024||||FLOATING|3 MONTHS|||14000000000|14000000000|14000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMADMF04ACN2|SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP II TAHUN 2021 SERI A|SUKUK|IDJ0000193A6|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|26-JUL-2021|IDR|Electronic||03-AUG-2022||||FLOATING|3 MONTHS|||134000000000|134000000000|134000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMADMF04BCN2|SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP II TAHUN 2021 SERI B|SUKUK|IDJ0000193B4|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|26-JUL-2021|IDR|Electronic||23-JUL-2024||||FLOATING|3 MONTHS|||66000000000|66000000000|66000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMBAFI01BCN2|SUKUK MUDHARABAH BERKELANJUTAN I BUSSAN AUTO FINANCE TAHAP II TAHUN 2020 SERI B|SUKUK|IDJ0000173B6|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|23-OCT-2020|IDR|Electronic||22-OCT-2023||||FLOATING|3 MONTHS|||112000000000|112000000000|112000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMBAFI01CN1|SUKUK MUDHARABAH BERKELANJUTAN I BUSSAN AUTO FINANCE TAHAP I TAHUN 2020|SUKUK|IDJ000016308|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|05-AUG-2020|IDR|Electronic||04-AUG-2023||||FLOATING|3 MONTHS|||15000000000|15000000000|15000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMBBSM01SB|SUKUK MUDHARABAH SUB BANK SYARIAH MANDIRI TH 2016|SUKUK|IDJ000008404|BANK SYARIAH INDONESIA Tbk, PT|ACTIVE|||IDR|Electronic||22-DEC-2023||||FLOATING|3 MONTHS|||375000000000|375000000000|375000000000|100|0|100|BANK|1
29-OCT-2021|SMBEXI01BCN2|SUKUK MUDHARABAH BERKELANJUTAN INDONESIA EXIMBANK I TAHAP II TAHUN 2018 SERI B|SUKUK|IDJ0000115B7|LEMBAGA PEMBIAYAAN EKSPOR INDONESIA (INDONESIA EXIMBANK)|ACTIVE|IDX|09-NOV-2018|IDR|Electronic||08-NOV-2021||||FLOATING|3 MONTHS|||250000000000|250000000000|250000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMBEXI01BCN3|SUKUK MUDHARABAH BERKELANJUTAN INDONESIA EXIMBANK I TAHAP III TAHUN 2019 SERI B|SUKUK|IDJ0000131B4|LEMBAGA PEMBIAYAAN EKSPOR INDONESIA (INDONESIA EXIMBANK)|ACTIVE|IDX|24-APR-2019|IDR|Electronic||23-APR-2022||||FLOATING|3 MONTHS|||145000000000|145000000000|145000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMBEXI01CCN2|SUKUK MUDHARABAH BERKELANJUTAN INDONESIA EXIMBANK I TAHAP II TAHUN 2018 SERI C|SUKUK|IDJ0000115C5|LEMBAGA PEMBIAYAAN EKSPOR INDONESIA (INDONESIA EXIMBANK)|ACTIVE|IDX|09-NOV-2018|IDR|Electronic||08-NOV-2023||||FLOATING|3 MONTHS|||14000000000|14000000000|14000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMBEXI01CCN3|SUKUK MUDHARABAH BERKELANJUTAN INDONESIA EXIMBANK I TAHAP III TAHUN 2019 SERI C|SUKUK|IDJ0000131C2|LEMBAGA PEMBIAYAAN EKSPOR INDONESIA (INDONESIA EXIMBANK)|ACTIVE|IDX|24-APR-2019|IDR|Electronic||23-APR-2024||||FLOATING|3 MONTHS|||66000000000|66000000000|66000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMBEXI01DCN2|SUKUK MUDHARABAH BERKELANJUTAN INDONESIA EXIMBANK I TAHAP II TAHUN 2018 SERI D|SUKUK|IDJ0000115D3|LEMBAGA PEMBIAYAAN EKSPOR INDONESIA (INDONESIA EXIMBANK)|ACTIVE|IDX|09-NOV-2018|IDR|Electronic||08-NOV-2025||||FLOATING|3 MONTHS|||155000000000|155000000000|155000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMBNGA01BCN1|SUKUK MUDHARABAH BERKELANJUTAN I BANK CIMB NIAGA TAHAP I TAHUN 2018 SERI B|SUKUK|IDJ0000117B3|BANK CIMB NIAGA Tbk, PT|ACTIVE|IDX|16-NOV-2018|IDR|Electronic||15-NOV-2021||||FLOATING|3 MONTHS|||559000000000|559000000000|559000000000|100|0|100|BANK|1
29-OCT-2021|SMBNGA01BCN2|SUKUK MUDHARABAH BERKELANJUTAN I BANK CIMB NIAGA TAHAP II TAHUN 2019 SERI B|SUKUK|IDJ0000143B9|BANK CIMB NIAGA Tbk, PT|ACTIVE|IDX|22-AUG-2019|IDR|Electronic||21-AUG-2022||||FLOATING|3 MONTHS|||936000000000|936000000000|936000000000|100|0|100|BANK|1
29-OCT-2021|SMBNGA01BCN3|SUKUK MUDHARABAH BERKELANJUTAN I BANK CIMB NIAGA TAHAP III TAHUN 2020 SERI B|SUKUK|IDJ0000155B3|BANK CIMB NIAGA Tbk, PT|ACTIVE|IDX|30-MAR-2020|IDR|Electronic||27-MAR-2023||||FLOATING|3 MONTHS|||287000000000|287000000000|287000000000|100|0|100|BANK|1
29-OCT-2021|SMBNGA01CCN2|SUKUK MUDHARABAH BERKELANJUTAN I BANK CIMB NIAGA TAHAP II TAHUN 2019 SERI C|SUKUK|IDJ0000143C7|BANK CIMB NIAGA Tbk, PT|ACTIVE|IDX|22-AUG-2019|IDR|Electronic||21-AUG-2024||||FLOATING|3 MONTHS|||429000000000|429000000000|429000000000|100|0|100|BANK|1
29-OCT-2021|SMBNGA01CCN3|SUKUK MUDHARABAH BERKELANJUTAN I BANK CIMB NIAGA TAHAP III TAHUN 2020 SERI C|SUKUK|IDJ0000155C1|BANK CIMB NIAGA Tbk, PT|ACTIVE|IDX|30-MAR-2020|IDR|Electronic||27-MAR-2025||||FLOATING|3 MONTHS|||391000000000|391000000000|391000000000|100|0|100|BANK|1
29-OCT-2021|SMBRIS01SB|SUK MDRBH SUBORDINASI I BANK BRISYARIAH TAHUN 2016|SUKUK|IDJ000008206|BANK SYARIAH INDONESIA Tbk, PT|ACTIVE|IDX|17-NOV-2016|IDR|Electronic||16-NOV-2023||||FLOATING|3 MONTHS|||1000000000000|1000000000000|1000000000000|100|0|100|BANK|1
29-OCT-2021|SMHKRO04A|SUKUK MUDHARABAH IV HK REALTINDO TAHUN 2019 SERI A|SUKUK|IDJ0000135A7|HK REALTINDO, PT|ACTIVE|||IDR|Electronic||28-MAY-2024||||Floating/Variable|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-OCT-2021|SMHKRO04B|SUKUK MUDHARABAH IV HK REALTINDO TAHUN 2019 SERI B|SUKUK|IDJ0000135B5|HK REALTINDO, PT|ACTIVE|||IDR|Electronic||21-JUN-2022||||Floating/Variable|3 MONTHS|||700000000000|700000000000|700000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-OCT-2021|SMINDH01|SUKUK MUDHARABAH I PT INDAH KARYA (PERSERO) TAHUN 2018|SUKUK|IDJ000012406|INDAH KARYA (PERSERO), PT|ACTIVE|||IDR|Electronic||28-NOV-2021||||Floating/Variable|3 MONTHS|||150000000000|150000000000|150000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-OCT-2021|SMINKA01|SUKUK MUDHARABAH I INKA TAHUN 2020|SUKUK|IDJ000015300|INDUSTRI KERETA API, PT|ACTIVE|||IDR|Electronic||24-FEB-2023||||Floating/Variable|3 MONTHS|||300000000000|300000000000|300000000000|100|0|100|TRANSPORTATION|1
29-OCT-2021|SMINKP01ACN1|SUKUK MUDHARABAH BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP I TAHUN 2021 SERI A|SUKUK|IDJ0000201A7|PT INDAH KIAT PULP & PAPER Tbk|ACTIVE|IDX|01-OCT-2021|IDR|Electronic||10-OCT-2022||||FLOATING|3 MONTHS|||500000000000|500000000000|500000000000|100|0|100|PULP & PAPER|1
29-OCT-2021|SMINKP01BCN1|SUKUK MUDHARABAH BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP I TAHUN 2021 SERI B|SUKUK|IDJ0000201B5|PT INDAH KIAT PULP & PAPER Tbk|ACTIVE|IDX|01-OCT-2021|IDR|Electronic||30-SEP-2024||||FLOATING|3 MONTHS|||449250000000|449250000000|449250000000|100|0|100|PULP & PAPER|1
29-OCT-2021|SMINKP01CCN1|SUKUK MUDHARABAH BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP I TAHUN 2021 SERI C|SUKUK|IDJ0000201C3|PT INDAH KIAT PULP & PAPER Tbk|ACTIVE|IDX|01-OCT-2021|IDR|Electronic||30-SEP-2026||||FLOATING|3 MONTHS|||50750000000|50750000000|50750000000|100|0|100|PULP & PAPER|1
